#{"t_start": 1529880873.161601, "env_id": "Breakout-ramNoFrameskip-v4"}
r,l,t
11.0,502,1003.838709
11.0,325,1004.948159
5.0,362,1006.151947
7.0,246,1006.995754
1.0,153,1007.511413
11.0,267,1008.417734
3.0,214,1009.136522
1.0,152,1009.667807
6.0,493,1011.324168
2.0,204,1012.011724
1.0,154,1012.527374
4.0,300,1013.543077
6.0,426,1014.980673
9.0,572,1016.902665
2.0,345,1018.058994
7.0,454,1019.590346
1.0,214,1020.309144
3.0,481,1021.918626
9.0,2296,1029.559773
1.0,650,1031.716166
1.0,1395,1036.372719
5.0,510,1038.15409
0.0,324,1039.263537
11.0,535,1041.060532
2.0,599,1043.072052
7.0,942,1046.212886
11.0,281,1047.166075
4.0,367,1048.400543
2.0,223,1049.150593
1.0,183,1049.775635
1.0,847,1052.603939
8.0,1349,1057.088614
2.0,183,1057.729282
1.0,1050,1061.2139
7.0,415,1062.604607
0.0,125,1063.042148
4.0,258,1063.917197
1.0,150,1064.432856
11.0,267,1065.339176
1.0,217,1066.07359
0.0,125,1066.495494
10.0,815,1069.214426
11.0,267,1070.136361
1.0,172,1070.714526
1.0,176,1071.323941
0.0,123,1071.730219
10.0,454,1073.261572
1.0,171,1073.855371
4.0,259,1074.730419
1.0,232,1075.511722
2.0,183,1076.136763
1.0,174,1076.736925
5.0,344,1077.877624
0.0,125,1078.315154
4.0,297,1079.315222
5.0,645,1081.471616
0.0,127,1081.924769
2.0,256,1082.784212
1.0,394,1084.112416
1.0,190,1084.753085
7.0,470,1086.331325
0.0,147,1086.831348
1.0,219,1087.581399
5.0,829,1090.347208
5.0,434,1091.816056
0.0,125,1092.253587
1.0,548,1094.081834
2.0,202,1094.76938
3.0,257,1095.628821
0.0,124,1096.050725
1.0,170,1096.644505
4.0,268,1097.550815
6.0,326,1098.660266
1.0,155,1099.191561
2.0,403,1100.551016
1.0,215,1101.269815
6.0,446,1102.769914
1.0,162,1103.332454
0.0,188,1103.957504
1.0,154,1104.488779
1.0,226,1105.254466
3.0,234,1106.035758
6.0,564,1107.926519
8.0,408,1109.301601
3.0,242,1110.129782
1.0,243,1110.942338
1.0,1095,1114.583756
1.0,1253,1118.771526
12.0,715,1121.162321
1.0,223,1121.912371
0.0,124,1122.349891
2.0,1059,1125.897013
10.0,727,1128.31905
0.0,984,1131.60051
3.0,261,1132.491255
12.0,655,1134.678841
8.0,1227,1138.772865
7.0,1019,1142.163717
1.0,1240,1146.288994
1.0,792,1148.940964
3.0,514,1150.644192
7.0,716,1153.050604
3.0,516,1154.785097
0.0,704,1157.129012
10.0,484,1158.769738
1.0,2987,1168.723528
4.0,939,1171.864364
0.0,734,1174.317653
1.0,822,1177.067836
2.0,1260,1181.271241
0.0,516,1182.996401
2.0,252,1183.855844
8.0,1725,1189.621855
1.0,501,1191.325083
3.0,336,1192.481412
2.0,286,1193.434601
3.0,270,1194.34091
0.0,136,1194.825328
4.0,846,1197.731762
3.0,246,1198.559953
7.0,405,1199.95067
4.0,302,1200.966364
8.0,506,1202.68522
2.0,199,1203.357148
2.0,185,1203.98218
2.0,182,1204.607234
0.0,128,1205.060388
0.0,127,1205.497906
2.0,235,1206.326088
0.0,140,1206.810504
2.0,230,1207.638675
2.0,237,1208.451238
2.0,198,1209.123149
2.0,243,1209.982585
2.0,220,1210.748258
4.0,401,1212.092108
7.0,665,1214.311007
6.0,597,1216.31114
5.0,474,1217.904852
8.0,584,1219.857972
6.0,420,1221.264316
1.0,167,1221.84249
2.0,211,1222.561288
1.0,217,1223.295712
2.0,216,1224.030126
3.0,215,1224.764561
6.0,633,1226.889693
3.0,220,1227.624127
2.0,235,1228.421046
2.0,182,1229.046097
8.0,445,1230.546196
9.0,537,1232.343182
2.0,332,1233.452642
0.0,255,1234.312075
3.0,322,1235.405897
2.0,339,1236.530973
2.0,783,1239.156138
1.0,153,1239.671807
2.0,255,1240.53124
7.0,444,1242.015714
3.0,268,1242.922015
4.0,468,1244.500246
3.0,312,1245.547191
3.0,518,1247.281692
3.0,595,1249.26619
5.0,484,1250.891309
5.0,414,1252.282016
